cross_term_1,cross_term_2,diff,cumsum
1.1772440166432027e-6,6.294817060996223e-7,-5.477623105435804e-7,-0.037665996442110786
9.732721670842582e-7,4.862695101583469e-7,-4.870026569259113e-7,-0.037676382957529814
8.123839252864632e-7,3.7536168095642937e-7,-4.3702224433003386e-7,-0.03768570965296305
6.848715111377097e-7,2.8934592395851097e-7,-3.955255871791987e-7,-0.03769412345265626
5.830678987126294e-7,2.2265710846226611e-7,-3.6041079025036324e-7,-0.037701745158886295
5.010299439411067e-7,1.7107168087189454e-7,-3.2995826306921214e-7,-0.03770867484570074
4.3423572463873823e-7,1.313247548840272e-7,-3.0291096975471104e-7,-0.03771499610137787
3.7929311670862906e-7,1.0083871811673863e-7,-2.7845439859189045e-7,-0.037720779323298
3.336741992930608e-7,7.754669862974453e-8,-2.5612750066331625e-7,-0.037726084262897995
2.954892349656293e-7,5.97853423972823e-8,-2.35703892568347e-7,-0.03773096199671622
2.633066625988023e-7,4.622890337566669e-8,-2.170777592231356e-7,-0.03773545646784958
2.360184582441565e-7,3.584170457132378e-8,-2.0017675367283272e-7,-0.03773960570819407
2.12745480341308e-7,2.7834969147558457e-8,-1.8491051119374953e-7,-0.037743442821527834
1.9277493600695087e-7,2.162272811970656e-8,-1.711522078872443e-7,-0.03774699678360044
1.7552130543872526e-7,1.6777476801824478e-8,-1.587438286369008e-7,-0.037750293098231774
1.605025274753735e-7,1.2988897638867897e-8,-1.475136298365056e-7,-0.037753354337032315
1.4732462649709057e-7,1.0028951439043748e-8,-1.3729567505804682e-7,-0.037756200583312256
1.3566992120564292e-7,7.725196396748394e-9,-1.2794472480889452e-7,-0.03775884979660271
1.2528605027986109e-7,5.942414208777255e-9,-1.1934363607108384e-7,-0.03776131811172212
1.1597485636301295e-7,4.571247468724239e-9,-1.1140360889428871e-7,-0.0377636200847144
1.0758168784214703e-7,3.5218701099386073e-9,-1.0405981773220842e-7,-0.03776576889886214
9.999066226710938e-8,2.7206787306279286e-9,-9.726998353648145e-8,-0.037767776577916114
9.317874450346286e-8,2.1083880139173045e-9,-9.107035648954555e-8,-0.03776965470400136
8.699512699578866e-8,1.6384767900141484e-9,-8.535665020577451e-8,-0.03777141555840628
8.107040341161797e-8,1.2754693402895239e-9,-7.979493407132844e-8,-0.03777306302172106
7.579705893690474e-8,9.931206791422597e-10,-7.480393825776249e-8,-0.03777460585736569
7.09847015619776e-8,7.722916644831741e-10,-7.021240989749443e-8,-0.03777605336897986
6.656679288069142e-8,5.991267286847852e-10,-6.596766615200663e-8,-0.03777741277679281
6.250270837675754e-8,4.634496977007855e-10,-6.203925867905676e-8,-0.03777869060362717
5.875816243654362e-8,3.5755765634267337e-10,-5.840060478020095e-8,-0.037779892856370505
5.530328482339177e-8,2.753946445951036e-10,-5.5027890178796664e-8,-0.03778102507716009
5.211193765942028e-8,2.120459795161097e-10,-5.189989167990417e-8,-0.03778209238151902
4.9161068234154424e-8,1.6345958191065428e-10,-4.899760865224377e-8,-0.037783099491643754
4.643016332502413e-8,1.2630170997583496e-10,-4.63038616150483e-8,-0.03778405076592474
4.3900776255904726e-8,9.787513205444696e-11,-4.3802901123850276e-8,-0.03778495022574096
4.15561591326942e-8,7.605213305739653e-11,-4.1480106999636804e-8,-0.037785801579716956
3.938100460963992e-8,5.920199107558242e-11,-3.932180261856434e-8,-0.03778660824617326
3.7361256958704985e-8,4.610705214964733e-11,-3.731514990655534e-8,-0.03778737337396544
3.548399220744658e-8,3.5875424769587967e-11,-3.544811678267699e-8,-0.03778809986196342
3.373733275211891e-8,2.7857677992874574e-11,-3.3709475074126034e-8,-0.03778879037743746
3.211037738345626e-8,2.1576523798130263e-11,-3.208880085965813e-8,-0.037789447373366016
3.0593143548863755e-8,1.6671106160379103e-11,-3.057647244270338e-8,-0.03779007310480086
2.9176505948970945e-8,1.2860002821467737e-11,-2.916364594614948e-8,-0.03779066964432557
2.7852135031616574e-8,9.916257684382655e-12,-2.784221877393219e-8,-0.03779123889660102
2.6612435592755513e-8,7.653872158082871e-12,-2.660478172059743e-8,-0.03779178261203938
2.5450484911736366e-8,5.9203633906319505e-12,-2.5444564548345735e-8,-0.03779230239960439
2.4359974367729417e-8,4.5919713490157006e-12,-2.43553823963804e-8,-0.03779279973874128
2.3335155957998995e-8,3.5708527738504922e-12,-2.3331585105225143e-8,-0.037793275990463476
2.2370792867207696e-8,2.7815888820730803e-12,-2.2368011278325622e-8,-0.03779373240761241
2.1462114778524417e-8,2.1678028079634807e-12,-2.1459946975716453e-8,-0.037794170144315666
2.0604777030878755e-8,1.6877986734142049e-12,-2.0603089232205342e-8,-0.037794590264683986
1.9794823951510808e-8,1.3110369108916441e-12,-1.9793512914599917e-8,-0.037794993750782165
1.9028654379847515e-8,1.0153857922854074e-12,-1.902763899405523e-8,-0.03779538150991596
1.830299085169263e-8,7.840211639735104e-13,-1.8302206830528656e-8,-0.037795754381283006
1.761484972710506e-8,6.039735401250544e-13,-1.7614245753564936e-8,-0.03779611314202999
1.696151426938222e-8,4.646864434861566e-13,-1.6961049582938733e-8,-0.03779645851276191
1.6340510215445563e-8,3.5772045672528693e-13,-1.6340152494988837e-8,-0.03779679116254851
1.5749582619187514e-8,2.758901433330407e-13,-1.5749306729044182e-8,-0.03779711171346962
1.5186674647082463e-8,2.134422863636365e-13,-1.5186461204796098e-8,-0.037797420744737104
1.4649909333688647e-8,1.658413815914909e-13,-1.4649743492307056e-8,-0.037797718796433816
1.4137572234186589e-8,1.2925233741931154e-13,-1.413744298184917e-8,-0.03779800637290264
1.364809578493777e-8,1.0114915838766113e-13,-1.3647994635779382e-8,-0.03779828394581665
1.3180045487567996e-8,7.92728670890251e-14,-1.3179966214700907e-8,-0.037798551956961975
1.2732107799008989e-8,6.217957579832466e-14,-1.273204561943319e-8,-0.03779881082075866
1.2303077954928557e-8,4.8882287706425737e-14,-1.2303029072640851e-8,-0.037799060926543795
1.1891850456443625e-8,3.838841455787415e-14,-1.1891812068029067e-8,-0.03779930264064163
1.14974093620958e-8,3.024416368933263e-14,-1.1497379117932111e-8,-0.037799536308237784
1.1118819864971181e-8,2.3833613548703392e-14,-1.1118796031357633e-8,-0.03779976225507859
1.0755220955783711e-8,1.8812614387049517e-14,-1.0755202143169325e-8,-0.03779998078901107
1.0405818295462893e-8,1.4945399650766204e-14,-1.0405803350063243e-8,-0.03780019220137956
1.0069878019611328e-8,1.1851720172594623e-14,-1.0069866167891155e-8,-0.03780039676829166
9.746721234726314e-9,9.526051267443139e-15,-9.746711708675047e-9,-0.03780059475176683
9.435718833622815e-9,7.661431609064973e-15,-9.435711172191205e-9,-0.03780078640077889
9.136286686992155e-9,6.212947576354188e-15,-9.13628047404458e-9,-0.03780097195220201
8.84788196884075e-9,5.016056354998346e-15,-8.847876952784395e-9,-0.03780115163167028
8.569999149243847e-9,4.095105513862307e-15,-8.569995054138333e-9,-0.03780132565435825
8.302166392614148e-9,3.429111853078005e-15,-8.302162963502294e-9,-0.03780149422569063
8.043942900219116e-9,2.817932920006112e-15,-8.043940082286197e-9,-0.037801657541987985
7.794915960364163e-9,2.3569964949060475e-15,-7.794913603367668e-9,-0.037801815791054544
7.55469846829793e-9,2.0417742587914525e-15,-7.55469642652367e-9,-0.037801969152713374
7.32292678497372e-9,1.7677603197182458e-15,-7.322925017213401e-9,-0.03780211779929433
7.099258100245454e-9,1.5494319883604615e-15,-7.099256550813466e-9,-0.03780226189607962
6.883369688513793e-9,1.3843820198193738e-15,-6.883368304131773e-9,-0.037802401601710195
6.6749565082602525e-9,1.2851469190024774e-15,-6.674955223113334e-9,-0.03780253706855836
6.473729673385448e-9,1.172024241226925e-15,-6.473728501361207e-9,-0.037802668443068226
6.2794153796044736e-9,1.081190408209234e-15,-6.279414298414066e-9,-0.03780279586606792
6.091753696029347e-9,9.732182588074628e-16,-6.0917527228110884e-9,-0.03780291947305658
5.910497248910927e-9,9.346714071913418e-16,-5.9104963142395195e-9,-0.03780303939446848
5.735410461247604e-9,8.773578220320661e-16,-5.735409583889782e-9,-0.03780315575591633
5.5662685110946456e-9,8.20668348653085e-16,-5.566267690426297e-9,-0.03780326867841552
5.402856637129017e-9,7.986499536604888e-16,-5.402855838479063e-9,-0.03780337827859204
5.244969456874385e-9,7.668153885945148e-16,-5.244968690058996e-9,-0.03780348466887561
5.092410066068025e-9,7.203812636497676e-16,-5.092409345686761e-9,-0.03780358795767806
4.9449897567301745e-9,6.836356958596972e-16,-4.944989073094479e-9,-0.037803688249560714
4.802527244040844e-9,6.802297967833661e-16,-4.802526563811047e-9,-0.03780378564538993
4.6648484158595335e-9,5.616694659218743e-16,-4.664847854190068e-9,-0.03780388024248311
4.531785989551425e-9,5.686218417480271e-16,-4.5317854209295835e-9,-0.03780397213474548
4.403178560213233e-9,5.661168501463506e-16,-4.403177994096383e-9,-0.03780406141279929
4.2788707301444235e-9,5.33376040468604e-16,-4.278870196768383e-9,-0.037804148164104955
4.15871306831237e-9,5.380399328889062e-16,-4.158712530272437e-9,-0.037804232473076266
4.042561077642009e-9,4.3566550116034005e-16,-4.042560641976508e-9,-0.037804314421189616
3.9302763643783254e-9,4.880079037142505e-16,-3.930275876370422e-9,-0.03780439408709026
3.8234339784966524e-9,5.108423006333132e-16,-3.823433467654352e-9,-0.03780447155214251
5.2982771526070114e-9,8.90875498952907e-14,-5.298188065057116e-9,-0.037804553740204264
3.6094896518035193e-9,4.1792388501774467e-16,-3.6094892338796344e-9,-0.03780463928092544
3.5034007772190096e-9,5.270810047396705e-16,-3.503400250138005e-9,-0.037804710292368475
3.4085576100976168e-9,4.393163900387451e-16,-3.4085571707812267e-9,-0.03780477935912207
3.3168478680630362e-9,2.988982803423263e-16,-3.316847569164756e-9,-0.03780484656226307
3.228158603409224e-9,4.221487010139149e-16,-3.228158181260523e-9,-0.03780491196302047
3.1423736892772434e-9,3.180436391366235e-16,-3.1423733712336043e-9,-0.037804975620698324
3.0594028996403577e-9,3.0422660950079815e-16,-3.0594025954137484e-9,-0.03780503759239267
2.97913751832555e-9,3.491189001739154e-16,-2.97913716920665e-9,-0.03780509793322215
2.901488285142492e-9,2.7768370954944316e-16,-2.9014880074587826e-9,-0.03780515669639215
2.8263601382747754e-9,2.825624480547095e-16,-2.8263598557123274e-9,-0.03780521393318164
2.753663981530636e-9,2.5356241478889553e-16,-2.753663727968221e-9,-0.037805269693101204
2.6833150967218513e-9,2.844265084670002e-16,-2.6833148122953427e-9,-0.037805324023878595
2.615228146362015e-9,2.621966514215341e-16,-2.615227884165364e-9,-0.037805376971566794
2.549324514445753e-9,2.5846917837322e-16,-2.5493242559765745e-9,-0.03780542858057401
2.4855255481195327e-9,2.0489583542570533e-16,-2.485525343223697e-9,-0.03780547889373291
2.42375670640508e-9,2.2929846992110053e-16,-2.4237564771066103e-9,-0.03780552795235358
2.3639453717379178e-9,1.8224256028498933e-16,-2.3639451894953575e-9,-0.03780557579626757
2.306021935853911e-9,2.269147755950168e-16,-2.3060217089391353e-9,-0.03780562246389344
2.2499188838305423e-9,1.7283004681386942e-16,-2.2499187110004955e-9,-0.03780566799227329
2.19557102641581e-9,2.110773332542877e-16,-2.1955708153384766e-9,-0.037805712417128635
2.1429160386120782e-9,2.1354635372389184e-16,-2.1429158250657247e-9,-0.03780575577290539
2.0918932972663613e-9,2.566200987859692e-16,-2.0918930406462624e-9,-0.03780579809281902
2.042444371285463e-9,1.7628321561568372e-16,-2.0424441950022475e-9,-0.03780583940889819
1.9945133537669646e-9,1.4644333779670835e-16,-1.994513207323627e-9,-0.03780587975202937
1.9480460004365595e-9,1.5374044453605173e-16,-1.948045846696115e-9,-0.03780591915199691
1.902990255798323e-9,2.3057713077612723e-16,-1.902990025221192e-9,-0.03780595763752315
1.8592957041630185e-9,1.9134565803122193e-16,-1.8592955128173605e-9,-0.037805995236309016
1.8169141193928565e-9,1.1807142115648266e-16,-1.8169140013214354e-9,-0.037806031975070244
1.7757990859031859e-9,1.4007408925869412e-16,-1.7757989458290965e-9,-0.037806067879574176
1.7359056003321212e-9,1.4042051827773937e-16,-1.7359054599116028e-9,-0.0378061029746761
1.69719053801024e-9,1.0181952889533243e-16,-1.697190436190711e-9,-0.03780613728435277
1.6596125744914953e-9,1.3813896047031197e-16,-1.6596124363525348e-9,-0.03780617083173529
1.6231316091321549e-9,1.5125825780345449e-16,-1.623131457873897e-9,-0.03780620363914205
1.5877094098274786e-9,1.2566683130331599e-16,-1.5877092841606473e-9,-0.03780623572810903
1.5533088540049216e-9,1.66543170810724e-16,-1.5533086874617508e-9,-0.037806267119419354
1.5198945624634153e-9,1.3362015738256761e-16,-1.519894428843258e-9,-0.037806297833133225
1.4874324356298127e-9,1.2463232276190514e-16,-1.48743231099749e-9,-0.03780632788861492
1.4558895643439898e-9,1.2820046824310617e-16,-1.4558894361435215e-9,-0.03780635730455974
1.4252344380205468e-9,7.896019037546933e-17,-1.4252343590603566e-9,-0.03780638609902033
1.3954368201276478e-9,1.7673355147749483e-16,-1.3954366433940964e-9,-0.03780641428943098
1.3664674138607877e-9,1.1343916950187433e-16,-1.3664673004216182e-9,-0.03780644189263247
1.3382982182520662e-9,5.61577399244241e-17,-1.3382981620943263e-9,-0.03780646892489481
1.3109025889601532e-9,8.779624507496316e-17,-1.3109025011639081e-9,-0.03780649540193938
1.284254316079047e-9,1.2035049780202004e-16,-1.2842541957285492e-9,-0.03780652133896051
1.258328847545703e-9,3.991625821792763e-17,-1.2583288076294447e-9,-0.03780654675064649
1.2331021581694794e-9,5.4826237418591984e-17,-1.233102103343242e-9,-0.03780657165119857
1.2085513587000356e-9,8.735428387372583e-17,-1.2085512713457517e-9,-0.03780659605435113
1.1846544321746567e-9,8.747623047920319e-17,-1.1846543446984261e-9,-0.03780661997338921
1.1613902122210827e-9,7.772351196250272e-17,-1.1613901344975706e-9,-0.03780664342116633
1.1387382869447954e-9,1.1447131428759722e-16,-1.138738172473481e-9,-0.03780666641012135
1.1166792088923135e-9,1.036188861601924e-16,-1.1166791052734272e-9,-0.037806688952294776
1.0951941266707006e-9,9.152764346072521e-17,-1.095194035143057e-9,-0.037806711059344446
1.074265079862756e-9,6.850994339345621e-17,-1.0742650113528125e-9,-0.03780673274256002
1.053874562607672e-9,3.876912822095814e-17,-1.053874523838544e-9,-0.0378067540128778
1.0340060183677666e-9,8.436086152208101e-17,-1.034005934006905e-9,-0.03780677488089394
1.0146434472413952e-9,5.372196007937492e-17,-1.0146433935194353e-9,-0.03780679535687824
9.957713707679967e-10,4.7803256540393406e-17,-9.957713229647403e-10,-0.03780681545078613
9.773749188718341e-10,1.0388433462224381e-16,-9.773748149874994e-10,-0.03780683517227084
9.59440002780658e-10,9.910918634034904e-17,-9.594399036714717e-10,-0.03780685453069548
9.41952655182717e-10,5.4129791446819796e-17,-9.419526010529255e-10,-0.037806873535143344
9.248997750830398e-10,7.426784418291815e-17,-9.248997008151957e-10,-0.03780689219442894
9.082688787694543e-10,7.025391103604961e-17,-9.082688085155432e-10,-0.03780691051710807
8.920474387661591e-10,1.0247230516639512e-16,-8.920473362938539e-10,-0.037806928511487294
8.762236879630084e-10,-1.0152394155591044e-18,-8.762236889782478e-10,-0.03780694618563366
8.607864196955421e-10,-2.874590643129798e-17,-8.607864484414485e-10,-0.037806963547382916
8.457248712606752e-10,5.0538425186834024e-17,-8.4572482072225e-10,-0.03780698060434857
8.310280409870565e-10,6.966734543162593e-18,-8.310280340203219e-10,-0.03780699736392964
8.166861894719015e-10,8.529102081922615e-17,-8.166861041808807e-10,-0.037807013833318526
8.026893283286316e-10,3.1259121357449714e-17,-8.026892970695103e-10,-0.03780703001950843
7.890280428427488e-10,7.884159191535835e-17,-7.890279640011569e-10,-0.03780704592930022
7.756932633637875e-10,1.2778640583107348e-16,-7.756931355773817e-10,-0.03780706156930955
7.626761036171548e-10,3.5214763382257127e-17,-7.626760684023915e-10,-0.03780707694597303
7.499681547378158e-10,6.516346234512195e-17,-7.499680895743535e-10,-0.03780709206555434
7.375612841288537e-10,4.263686687307469e-17,-7.375612414919868e-10,-0.03780710693415053
7.254472866181068e-10,1.8007333290608952e-17,-7.254472686107736e-10,-0.03780712155769732
7.136188060572593e-10,3.773918481155445e-17,-7.136187683180745e-10,-0.037807135941974435
7.020681223683457e-10,3.1239766640584604e-17,-7.020680911285791e-10,-0.03780715009261112
6.907883603775048e-10,5.341534240106374e-17,-6.907883069621624e-10,-0.03780716401509058
6.797723800262641e-10,5.60609731498053e-17,-6.79772323965291e-10,-0.037807177714755225
6.690133959432342e-10,6.157741406478695e-18,-6.690133897854928e-10,-0.037807191196810724
6.585051455304864e-10,-2.3186413990609188e-17,-6.585051687169003e-10,-0.037807204466330666
6.482411970740193e-10,4.582691478816247e-17,-6.482411512471045e-10,-0.03780721752826038
6.382153804606376e-10,2.860451979716656e-17,-6.382153518561179e-10,-0.037807230387421085
6.284217990822631e-10,5.073724356761231e-17,-6.284217483450196e-10,-0.03780724304851353
6.188547050329815e-10,6.93883656763041e-17,-6.188546356446158e-10,-0.03780725551612174
6.095084481658059e-10,1.8552370772985427e-17,-6.095084296134352e-10,-0.037807267794716375
6.003777306833717e-10,-1.1577904466092e-17,-6.003777422612762e-10,-0.037807279888658264
5.914571179506011e-10,-5.743367103230568e-17,-5.914571753842722e-10,-0.03780729180220119
5.82741751628504e-10,4.2758208042820526e-17,-5.827417088702959e-10,-0.03780730353949533
5.742264084152231e-10,1.207956853071739e-17,-5.742263963356546e-10,-0.03780731510458999
5.659063448523854e-10,6.083619443514155e-18,-5.65906338768766e-10,-0.03780732650143655
5.577769277819547e-10,-2.02286137453291e-17,-5.577769480105685e-10,-0.037807337733891236
5.49833430080153e-10,2.726277789197158e-17,-5.498334028173751e-10,-0.037807348805717046
5.420715263932712e-10,-1.584193595304208e-17,-5.420715422352071e-10,-0.03780735972058741
5.344867885970484e-10,-4.2469299231270165e-17,-5.344868310663476e-10,-0.037807370482087425
5.27075134821695e-10,5.2008626007980106e-17,-5.270750828130689e-10,-0.03780738109371694
5.198323359385848e-10,-4.190747359216739e-18,-5.198323401293321e-10,-0.03780739155889293
5.12754463058662e-10,5.543274933525306e-17,-5.127544076259127e-10,-0.03780740188095041
5.058374471018802e-10,1.5109394965026423e-17,-5.058374319924852e-10,-0.03780741206314607
4.990776377587136e-10,-1.9713252542263905e-18,-4.990776397300389e-10,-0.03780742210865934
4.924713816524961e-10,5.249154393915128e-18,-4.924713764033418e-10,-0.03780743202059448
4.86014870907181e-10,-3.281617605292812e-17,-4.86014903723357e-10,-0.03780744180198276
4.797047219825514e-10,-2.0162202693136598e-17,-4.79704742144754e-10,-0.03780745145578358
4.735374575017985e-10,3.137650742106525e-17,-4.73537426125291e-10,-0.037807460984886944
4.675096702516942e-10,-1.1821073168622635e-17,-4.675096820727674e-10,-0.03780747039211495
4.6161816434598634e-10,4.661191864371434e-17,-4.616181177340677e-10,-0.037807479680223084
4.558595694343681e-10,-2.9016786390144653e-17,-4.558595984511545e-10,-0.03780748885190228
4.5023101920698076e-10,1.581821570405854e-17,-4.5023100338876506e-10,-0.03780749790978013
4.447291454732639e-10,2.1530581233274897e-18,-4.4472914332020575e-10,-0.037807506856422264
4.3935127179472567e-10,1.923197485680963e-18,-4.3935126987152816e-10,-0.03780751569433434
4.340943342292851e-10,2.6556656414193393e-17,-4.3409430767262867e-10,-0.037807524425963086
4.289554675345279e-10,6.768572173267965e-17,-4.289553998488062e-10,-0.03780753305369742
4.239319464070801e-10,-1.1726897352595735e-17,-4.2393195813397747e-10,-0.037807541579870554
4.1902104361965013e-10,1.1858595814593399e-17,-4.190210317610543e-10,-0.037807550006760206
4.142201824157881e-10,5.8011841223885036e-18,-4.14220176614604e-10,-0.037807558336590885
4.0952669049458827e-10,4.1591985768363946e-17,-4.095266489026025e-10,-0.03780756657153467
4.0493780601495624e-10,-7.125398692245897e-17,-4.049378772689432e-10,-0.037807574713712065
4.004514408354826e-10,1.9251689787055897e-17,-4.004514215837928e-10,-0.03780758276519381
3.9606511937083224e-10,7.074828498872726e-17,-3.9606504862254724e-10,-0.037807590728001945
3.917762558572553e-10,1.8099510166552215e-17,-3.917762377577451e-10,-0.037807598604110225
3.875827037025e-10,2.7014839092709966e-17,-3.875826766876609e-10,-0.037807606395446135
3.834820898666904e-10,-4.140017321861987e-17,-3.834821312668636e-10,-0.03780761410389122
3.7947240067666453e-10,-2.810343758221864e-17,-3.794724287801021e-10,-0.03780762173128226
3.7555130902327925e-10,5.838025879789134e-17,-3.755512506430205e-10,-0.03780762927941262
3.717167241853112e-10,6.135545489897058e-18,-3.717167180497657e-10,-0.03780763675003328
3.6796661210249963e-10,1.7658693934416076e-17,-3.6796659444380567e-10,-0.03780764414485308
3.6429897765858476e-10,-6.715174213787373e-18,-3.64298984373759e-10,-0.037807651465540285
3.607119288196325e-10,-3.9559749906498047e-17,-3.607119683793824e-10,-0.03780765871372358
3.5720336558068866e-10,5.321216031652599e-17,-3.5720331236852837e-10,-0.03780766589099223
3.5377139190303043e-10,-3.7348534377409746e-17,-3.5377142925156483e-10,-0.037807672998898034
3.504144659151283e-10,6.805125303236193e-17,-3.5041439786387523e-10,-0.03780768003895523
3.471304138485009e-10,-2.2931597235776607e-17,-3.4713043678009815e-10,-0.03780768701264189
3.439177648099716e-10,-2.9187909556343166e-17,-3.4391779399788117e-10,-0.037807693921400584
3.4077468426335135e-10,1.7944901149798962e-17,-3.407746663184502e-10,-0.037807700766639016
3.376994088257847e-10,4.319201129647381e-17,-3.3769936563377337e-10,-0.037807707549731194
3.346905196565402e-10,-2.7375380547350175e-17,-3.3469054703192074e-10,-0.03780771427201804
3.3174633599759613e-10,1.5198767738842046e-18,-3.317463344777194e-10,-0.03780772093480774
3.288651133212881e-10,1.469736899242123e-17,-3.288650986239191e-10,-0.037807727539377216
3.26045574607346e-10,4.197489205334451e-17,-3.26045532632454e-10,-0.037807734086972335
3.232859621411575e-10,-4.152553253412185e-17,-3.2328600366669e-10,-0.03780774057880881
3.2058507191711244e-10,-1.506808967539882e-17,-3.2058508698520214e-10,-0.037807747016072826
3.1794137396658415e-10,-7.14018176015475e-17,-3.1794144536840176e-10,-0.03780775339992184
3.153535280272147e-10,3.7493137638885565e-17,-3.1535349053407706e-10,-0.03780775973148488
3.128200042146703e-10,-7.085157436208674e-17,-3.128200750662447e-10,-0.037807766011863954
3.1033964594432066e-10,-5.3172160794949083e-17,-3.1033969911648145e-10,-0.037807772242133664
3.0791118097149577e-10,2.1400608469317316e-17,-3.079111595708873e-10,-0.03780777842334264
3.05533164854983e-10,-1.993721113968263e-17,-3.0553318479219414e-10,-0.037807784556514144
3.0320452412951296e-10,2.939020588072343e-17,-3.0320449473930706e-10,-0.037807790642645875
3.009240007332639e-10,-5.118565637814662e-17,-3.0092405191892024e-10,-0.03780779668271175
2.986903647530138e-10,6.986801463722396e-17,-2.9869029488499915e-10,-0.03780780267766113
2.965024947401642e-10,-5.78418979392232e-18,-2.96502500524354e-10,-0.03780780862842062
2.9435931026410934e-10,8.791356106993933e-18,-2.9435930147275325e-10,-0.03780781453589386
2.92259640880618e-10,-1.2591466858320713e-17,-2.9225965347208486e-10,-0.03780782040096232
2.9020250909052195e-10,1.7293510069024888e-17,-2.902024917970119e-10,-0.037807826224485794
2.881867943592693e-10,2.2829296973579494e-17,-2.8818677152997234e-10,-0.03780783200730283
2.8621145701561934e-10,-1.7182252965483405e-17,-2.862114741978723e-10,-0.037807837750231575
2.8427558417003283e-10,-4.707638232541685e-17,-2.8427563124641513e-10,-0.0378078434540698
2.823782072477405e-10,2.374966333735382e-17,-2.823781834980772e-10,-0.03780784911959569
2.8051818971030944e-10,-2.49629056872109e-17,-2.805182146732151e-10,-0.037807854747568134
2.786948663434845e-10,-3.23418415415286e-17,-2.7869489868532603e-10,-0.0378078603387273
2.769072013995221e-10,-6.507048410935314e-18,-2.769072079065705e-10,-0.03780786589379533
2.751542695852551e-10,3.1740061816341206e-18,-2.751542664112489e-10,-0.03780787141347598
2.7343522084288427e-10,2.2056235575291e-17,-2.734351987866487e-10,-0.037807876898456036
2.717493864584928e-10,-7.213285359639141e-18,-2.7174939367177816e-10,-0.03780788234940531
2.700957604025155e-10,-5.886644540729309e-18,-2.7009576628916004e-10,-0.03780788776697672
2.6847363602475174e-10,8.630855020688926e-17,-2.684735497162015e-10,-0.03780789315180722
2.668821186976295e-10,1.677317880052588e-17,-2.668821019244507e-10,-0.03780789850451815
2.653205609208072e-10,-5.352958928165305e-18,-2.653205662737661e-10,-0.03780790382571516
2.637881875732335e-10,-4.764598788569149e-19,-2.637881880496934e-10,-0.037807909115988844
2.6228432647844305e-10,2.6043572996986032e-17,-2.6228430043487007e-10,-0.03780791437591552
2.6080817150773583e-10,-1.1283774385026947e-17,-2.608081827915102e-10,-0.037807919606056964
2.593590908797498e-10,-6.80321617140813e-18,-2.59359097682966e-10,-0.037807924806961005
2.5793648001380045e-10,3.645041837661514e-17,-2.5793644356338205e-10,-0.03780792997916212
2.565395222665785e-10,3.4328872534785393e-18,-2.565395188336912e-10,-0.03780793512318127
2.5516774858145077e-10,-1.0745744607538955e-18,-2.5516774965602523e-10,-0.037807940239526584
2.538203733958491e-10,-2.849916249892824e-17,-2.5382040189501157e-10,-0.037807945328693686
